Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fu_hiv_art_hist_q14,follow_up2_interview,,radio,In what type of place did you receive most of your HIV care since your last interview?,"1, Community-based clinic | 2, Emergency room | 3, Clinic located in a hospital | 4, Private doctor's office | 5, Mobile van | 6, School/college clinic | 7, Other",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q14_1,follow_up2_interview,,text,"If Other, please specify:",,,,,,,[fu_hiv_art_hist_q14] = '7',y,,,,,HIV and ART History
fu_hiv_art_hist_q15,follow_up2_interview,,text,What is the name of this place?,,,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q16,follow_up2_interview,,radio,"Since your last interview on [baseline_interview_arm_2][bl_date], have you received care from a health care provider who specializes in treating HIV?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q17,follow_up2_interview,,radio,"Is there one particular doctor, nurse or other medical provider who you usually see for most of your HIV treatment, like CD4 and viral load tests?","0, No| 1, Yes| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q18,follow_up2_interview,,text,Think about your most recent HIV health care appointment. What was your CD4 or T cell count the last time you received it? Please type the number.,,,integer,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q19,follow_up2_interview,,radio,When was your last CD4 or T cell count taken?,"0, Less than 1 month ago| 1, Between 1 month but less than 6 months ago| 2, Between 6 months and 12 months ago| 3, More than 12 months ago| 4, Never had a CD4 or T cell test result| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q20,follow_up2_interview,,radio,What was your viral load count the last time you received it?,"0, Undetectable| 1, 50 - 10,000 copies/mL| 2, 10,001 - 30,000 copies/mL| 3, 30,001 - 100,000 copies/mL| 4, 100,001 - 500,000 copies/mL | 5, More than 500,000 copies/mL| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q21,follow_up2_interview,,radio,When was your last viral load taken?,"0, Less than 1 month ago | 1, Between 1 month but less than 6 months ago | 2, Between 6 months and 12 months ago | 3, More than 12 months ago | 4, Never had a viral load test result | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q13] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q22,follow_up2_interview,,radio,"Since your last interview on [baseline_interview_arm_2][bl_date], have you been hospitalized as a result of HIV infection or the consequences of HIV?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q23,follow_up2_interview,,radio,"Since your last interview on [baseline_interview_arm_2][bl_date], have you been to an ER (emergency room) as a result of HIV infection or the consequences of HIV?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q24,follow_up2_interview,,text,"How many different health care providers have you seen for your <b>physical health</b> since your last interview on [baseline_interview_arm_2][bl_date], <u>other</u> than the provider who treats your HIV infection?",,,integer,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q25,follow_up2_interview,,text,"How many different health care providers have you seen for your <u>mental health</u> since your last interview on [baseline_interview_arm_2][bl_date], <u>other</u> than the provider who treats your HIV infection?",,,integer,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q26,follow_up2_interview,,text,"Since your last interview on [baseline_interview_arm_2][bl_date], not including any medications for HIV infection, how many different medications do you take (not including herbal supplements)?",,,integer,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q27,follow_up2_interview,Now we will ask you about your experience with medications used to treat HIV.,radio,"Please look through the HIV medications chart. Since your last interview on [baseline_interview_arm_2][bl_date], have you taken any HIV medications such as AZT, a protease inhibitor, or any other drugs such as those listed on this card?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,HIV and ART History
fu_hiv_art_hist_q28,follow_up2_interview,,text,"Thinking only about the time since your last interview on [baseline_interview_arm_2][bl_date], when did you first take any of these HIV medications? Please tell us the year.",,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q28a,follow_up2_interview,,text,"Thinking only about the time since your last interview on [baseline_interview_arm_2][bl_date], when did you first take any of these HIV medications? Please tell us the month.",,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q28b,follow_up2_interview,,radio,Did you stop taking these HIV medications at any time since the last interview?,"0, No| 1, Yes| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q28c,follow_up2_interview,,radio,Are you currently taking these medications?,"0, No| 1, Yes| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q29,follow_up2_interview,,radio,When you were taking HIV medications in the time since your last interview; how long did you keep taking them before either stopping it or having to switch to another regimen?  (Choose one),"0, Less than 1 month| 1, Between 1 month but less than 6 months| 2, Between 6 months and 12 months| 3, More than 12 months| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '1' and [fu_hiv_art_hist_q28b] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q30,follow_up2_interview,,text,"People sometimes start HIV medication, then stop and take a break, and then try again.  Thinking only about the time since your last interview, how many different times have you started to take HIV medication, whether you took it for a long time period or a short time since your last interview? Please type the number. ",,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q31,follow_up2_interview,,text,What is the longest amount of time you took a regimen of HIV medication since your last interview? (Provide answer in months. Enter 0 if less than 1 month.),,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q32,follow_up2_interview,,text,When is the last time you took a dose of HIV medication?  Please tell us the year.,,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q32_1,follow_up2_interview,,text,Tell us the month.,,,integer,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,HIV and ART History
fu_hiv_art_hist_q33,follow_up2_interview,,radio,"As far as you know, does your health care provider think it would be a good idea for you to start HIV medication at this time?","0, No| 1, Yes| 997, Don't Know| 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28c] = '0',y,,,,,HIV and ART History
fu_stop_art_q1,follow_up2_interview,What have been some of your reasons for stopping or discontinuing HIV medication?,radio,Doctor told you to stop.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,"reasons_never_art MUST INCLUDE BRANCHING LOGIC STEMMING FROM HIV ART HISTORY. If answer to ever taken ART is NO, administer reasons for never taking items. If answer to ever taken ART is YES, administer reasons for stopping items."
fu_stop_art_q2,follow_up2_interview,,radio,The drug(s) did not work.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q3,follow_up2_interview,,radio,"The drug(s) initially worked, but then stopped working.","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q4,follow_up2_interview,,radio,You switched to other drugs.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q5,follow_up2_interview,What have been some of your reasons for stopping or discontinuing HIV medication?,radio,You did not want side effects of the drugs.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q6,follow_up2_interview,,radio,Could not afford the drug.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q7,follow_up2_interview,,radio,You were on too many medications.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q8,follow_up2_interview,,radio,Your partner or friends suggested you stop taking them.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q9,follow_up2_interview,What have been some of your reasons for stopping or discontinuing HIV medication?,radio,You changed doctors or clinics.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q10,follow_up2_interview,,radio,You prefer alternative treatments.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q11,follow_up2_interview,,radio,You don't want anyone to find out that you are HIV positive.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q12,follow_up2_interview,,radio,You decided to stop because your CD4 and viral load numbers have been good.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_stop_art_q13,follow_up2_interview,,radio,You believe you have been cured of HIV.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q28b] = '1',y,,,,,reasons_never_art
fu_never_art_q2,follow_up2_interview,What have been some of your reasons for never taking  HIV medication?,radio,You could not afford the medications.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q3,follow_up2_interview,,radio,Your doctor never offered them to you.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q4,follow_up2_interview,,radio,Your family/friends discouraged you from taking them.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q5,follow_up2_interview,,radio,You are not receiving medical care.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q6,follow_up2_interview,What have been some of your reasons for never taking  HIV medication?,radio,You did not want the side effects.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q7,follow_up2_interview,,radio,You were concerned about toxicity.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q8,follow_up2_interview,,radio,You don't think the medications work.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q9,follow_up2_interview,,radio,You are worried about becoming resistant to the medications.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q10,follow_up2_interview,What have been some of your reasons for never taking  HIV medication?,radio,You prefer alternative treatments.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q11,follow_up2_interview,,radio,You don't want anyone to find your pills and figure out that you are HIV-positive.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_never_art_q12,follow_up2_interview,,radio,You are waiting until your CD4 or viral load numbers get worse to take the medications.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu_hiv_art_hist_q27] = '0',y,,,,,reasons_never_art
fu_vas_q0,follow_up2_interview,Now we are going to ask some questions about your HIV medications.,descriptive,"As you know, among people with HIV who decide to take HIV medication, there are different types of HIV regimens. For example, some people take one combination pill once a day that includes a few different HIV medications, and others take a number of different HIV medications, several times a day.",,,,,,,[fu_hiv_art_hist_q27] = '1',,,,,,visual_analogue_scale
fu_vas_q1,follow_up2_interview,,radio,Have you been prescribed to take HIV medications within the last 4 weeks?,"0, No | 1, Yes",,,,,,[fu_hiv_art_hist_q27] = '1',y,,,,,visual_analogue_scale
fu_vas_q2,follow_up2_interview,,text,"Which HIV medications have you been prescribed to take within the last 4 weeks? 
(Name one main HIV medication you take. If you take a combination HIV medication, please name that one, or if not, name the one you are told to take the most frequently each day)",,,,,,,[fu_vas_q1] = '1',y,,,,,visual_analogue_scale
fu_vas_q3,follow_up2_interview,"Now we are going to ask you for your best guess about how much of this HIV medication you have taken in the last 3 or 4 weeks, if you took any at all. 

We will show you a scale that goes from 0 to 100.  

So to explain this scale, 0% means you have taken none of your doses of this HIV medication in the last 3 to 4 weeks, 50% means you have taken half of your doses, and 100% means you have taken every single dose of this HIV medication as prescribed in the last 3 to 4 weeks. You can choose the number along the scale. Just give us your best guess.

No matter their type of HIV medication regimen, many people find it hard to always take these medications, every day, as prescribed. For example:
- Some people are waiting to start their HIV medication regimen.
- Some people get busy and forget to carry their pills with them.
- Some people find it hard to take their pills according to the instructions, such as ""with food"" or ""every 8 hours."" 
- Some people feel the need to skip doses to avoid side effects or to just take a break from HIV medications that day.

We need to understand what people with HIV are really doing with their HIV medications. Please don't worry about telling us if you have not taken this HIV medication at all in the last 3 to 4 weeks, or if you did not take your HIV medication doses as prescribed. We need to know what is really happening in your life, not what you think we ""want to hear."" ",slider,"Using this scale, how much [fu_vas_q2] have you taken in the last 3 to 4 weeks?",0% | 50% | 100%,,number,,,,[fu_vas_q1] = '1',y,RH,,,,visual_analogue_scale
